CiudadOrigen,CiudadDestino,Distancia
4,4,0.000000000000000000e+00
4,5,5.329472018877667324e+03
4,6,4.945934188805993472e+03
4,7,4.199864878778839739e+03
4,8,3.823602620566106907e+03
4,9,2.011199890612566605e+03
4,10,2.572632892583005287e+03
4,11,3.156119452745729177e+03
4,12,1.923090221492481078e+03
4,13,1.579170985042468374e+03
4,14,3.426331274118134843e+03
4,15,3.178246371822046058e+03
4,16,5.748342456743508592e+03
4,17,4.792840076614282225e+03
4,18,5.576983145034598238e+03
4,19,3.408227251812883424e+03
4,20,2.222256960839587464e+03
5,0,3.129520889848795832e+03
5,1,6.976770671306317126e+03
5,2,3.677395817694907691e+03
5,3,8.063717380960222727e+03
5,4,5.329472018877667324e+03
5,5,0.000000000000000000e+00
5,6,7.428250130414295427e+02
5,7,3.208387289589584270e+03
5,8,2.669162602765144584e+03
5,9,6.928296832555603032e+03
5,10,2.830106711769010417e+03
5,11,2.265697685040967826e+03
5,12,3.406502605312375181e+03
5,13,3.853173367498534844e+03
5,14,2.177325423541460623e+03
5,15,4.075478131458933603e+03
5,16,7.260061983206479681e+02
5,17,8.801931606187359876e+02
5,18,2.925764857263823160e+02
5,19,1.929215643726745157e+03
5,20,3.309312013092751386e+03
6,0,2.413522322250200432e+03
6,1,6.500002769230179183e+03
6,2,3.070360402298075314e+03
6,3,7.726785165901793334e+03
6,4,4.945934188805993472e+03
6,5,7.428250130414295427e+02
6,6,0.000000000000000000e+00
6,7,2.467299738580620669e+03
6,8,1.951457404095718402e+03
6,9,6.672586455041253430e+03
6,10,2.379732127782452608e+03
6,11,1.794353644073542227e+03
6,12,3.050484059948519189e+03
6,13,3.404890893993521331e+03
6,14,1.603173415448247852e+03
6,15,3.381325923362017420e+03
6,16,1.468491743252239075e+03
6,17,1.679196236298783447e+02
6,18,1.019475355268581325e+03
6,19,1.680164872862184211e+03
6,20,3.109422615213313293e+03
7,0,5.623041881401916271e+02
7,1,5.186866877027016926e+03
7,2,1.741999138920567930e+03
7,3,6.877268716576370934e+03
7,4,4.199864878778839739e+03
7,5,3.208387289589584270e+03
7,6,2.467299738580620669e+03
7,7,0.000000000000000000e+00
7,8,7.178983214912819903e+02
7,9,6.202368096138764486e+03
7,10,2.240413577891367822e+03
7,11,2.050414836075860876e+03
7,12,2.919814548905460924e+03
7,13,2.761647696575361351e+03
7,14,1.686697661111795014e+03
7,15,1.303750359539739520e+03
7,16,3.931255779010060905e+03
7,17,2.330341820420343538e+03
7,18,3.486418506146386335e+03
7,19,2.668534054495089094e+03
7,20,3.486219298896729015e+03
8,0,4.620822437618654135e+02
8,1,5.027708225424383272e+03
8,2,1.443587544972593605e+03
8,3,6.580345355678529813e+03
8,4,3.823602620566106907e+03
8,5,2.669162602765144584e+03
8,6,1.951457404095718402e+03
8,7,7.178983214912819903e+02
8,8,0.000000000000000000e+00
8,9,5.788323764268892774e+03
8,10,1.601480877188360409e+03
8,11,1.342544226459597894e+03
8,12,2.329674870019419814e+03
8,13,2.290915974015633765e+03
8,14,9.697448117932882496e+02
8,15,1.450633309971889503e+03
8,16,3.375169625366997934e+03
8,17,1.795862188476610299e+03
8,18,2.958006085186438668e+03
8,19,1.950635793786220802e+03
8,20,2.834516008069102554e+03
9,0,5.653503338638794958e+03
9,1,2.326835189694362725e+03
9,2,4.461989354536830433e+03
9,3,1.401707886829492054e+03
9,4,2.011199890612566605e+03
9,5,6.928296832555603032e+03
9,6,6.672586455041253430e+03
9,7,6.202368096138764486e+03
9,8,5.788323764268892774e+03
9,9,0.000000000000000000e+00
9,10,4.391467294652209603e+03
9,11,4.946120196679413311e+03
9,12,3.647939281292932719e+03
9,13,3.500027999888000977e+03
9,14,5.273251463755545046e+03
9,15,5.182125529162720341e+03
9,16,7.215623742962211509e+03
9,17,6.534307997026157864e+03
9,18,7.139655173746138644e+03
9,19,5.021064428983161633e+03
9,20,3.620226650363206318e+03
10,0,1.712356563336036061e+03
10,1,4.147823646202909913e+03
10,2,1.183624940595626413e+03
10,3,5.365604718948275149e+03
10,4,2.572632892583005287e+03
10,5,2.830106711769010417e+03
10,6,2.379732127782452608e+03
10,7,2.240413577891367822e+03
10,8,1.601480877188360409e+03
10,9,4.391467294652209603e+03
10,10,0.000000000000000000e+00
10,11,5.854314648188974388e+02
10,12,7.650281040589293298e+02
10,13,1.028968901376518716e+03
10,14,8.823661371562260456e+02
10,15,2.039678896297159781e+03
10,16,3.352392131001383859e+03
10,17,2.223576398507593240e+03
10,18,3.099578197110051860e+03
10,19,1.048164586312664824e+03
10,20,1.245951042376866326e+03
11,0,1.603566337885651592e+03
11,1,4.722743376470925796e+03
11,2,1.519961183714900017e+03
11,3,5.945987554645569617e+03
11,4,3.156119452745729177e+03
11,5,2.265697685040967826e+03
11,6,1.794353644073542227e+03
11,7,2.050414836075860876e+03
11,8,1.342544226459597894e+03
11,9,4.946120196679413311e+03
11,10,5.854314648188974388e+02
11,11,0.000000000000000000e+00
11,12,1.298341249440993352e+03
11,13,1.611946959425154319e+03
11,14,4.052949543233914937e+02
11,15,2.207156541797613500e+03
11,16,2.823403088473199205e+03
11,17,1.638236246699480262e+03
11,18,2.541761003713763785e+03
11,19,6.937326574408905344e+02
11,20,1.585576235947045234e+03
12,0,2.367197710374019607e+03
12,1,3.634917468113959785e+03
12,2,1.497155970498731904e+03
12,3,4.678986428704404716e+03
12,4,1.923090221492481078e+03
12,5,3.406502605312375181e+03
12,6,3.050484059948519189e+03
12,7,2.919814548905460924e+03
12,8,2.329674870019419814e+03
12,9,3.647939281292932719e+03
12,10,7.650281040589293298e+02
12,11,1.298341249440993352e+03
12,12,0.000000000000000000e+00
12,13,6.458769232601517842e+02
12,14,1.641024679887539151e+03
12,15,2.445981602547329203e+03
12,16,3.839156808467192604e+03
12,17,2.904236904937336476e+03
12,18,3.654459878012070931e+03
12,19,1.487415543820892026e+03
12,20,7.298999931497464786e+02
13,0,2.200365424196626464e+03
13,1,3.124142442335176383e+03
13,2,1.102744303997984844e+03
13,3,4.377003198536642230e+03
13,4,1.579170985042468374e+03
13,5,3.853173367498534844e+03
13,6,3.404890893993521331e+03
13,7,2.761647696575361351e+03
13,8,2.290915974015633765e+03
13,9,3.500027999888000977e+03
13,10,1.028968901376518716e+03
13,11,1.611946959425154319e+03
13,12,6.458769232601517842e+02
13,13,0.000000000000000000e+00
13,14,1.852060744144208684e+03
13,15,2.025087899326841580e+03
13,16,4.348586207033269602e+03
13,17,3.246617470537605641e+03
13,18,4.118220975129916042e+03
13,19,1.996902601530680613e+03
13,20,1.340222742681230557e+03
14,0,1.289445229546412293e+03
14,1,4.906110985291710676e+03
14,2,1.500856422180349682e+03
14,3,6.224779514167549678e+03
14,4,3.426331274118134843e+03
14,5,2.177325423541460623e+03
14,6,1.603173415448247852e+03
14,7,1.686697661111795014e+03
14,8,9.697448117932882496e+02
14,9,5.273251463755545046e+03
14,10,8.823661371562260456e+02
14,11,4.052949543233914937e+02
14,12,1.641024679887539151e+03
14,13,1.852060744144208684e+03
14,14,0.000000000000000000e+00
14,15,2.028249491556696967e+03
14,16,2.802266404180730206e+03
14,17,1.437314857642541710e+03
14,18,2.465730114996367774e+03
14,19,9.852375348107683521e+02
14,20,1.986225566243673029e+03
15,0,1.003884953567887692e+03
15,1,3.929651002315600181e+03
15,2,9.502389173255323840e+02
15,3,5.708591770305527461e+03
15,4,3.178246371822046058e+03
15,5,4.075478131458933603e+03
15,6,3.381325923362017420e+03
15,7,1.303750359539739520e+03
15,8,1.450633309971889503e+03
15,9,5.182125529162720341e+03
15,10,2.039678896297159781e+03
15,11,2.207156541797613500e+03
15,12,2.445981602547329203e+03
15,13,2.025087899326841580e+03
15,14,2.028249491556696967e+03
15,15,0.000000000000000000e+00
15,16,4.758911745346828866e+03
15,17,3.219979192479355333e+03
15,18,4.367555494781949164e+03
15,19,2.899398730771606097e+03
15,20,3.150773873193695181e+03
16,0,3.832687046968484083e+03
16,1,7.462785002932886528e+03
16,2,4.297459831109536026e+03
16,3,8.416991683493573873e+03
16,4,5.748342456743508592e+03
16,5,7.260061983206479681e+02
16,6,1.468491743252239075e+03
16,7,3.931255779010060905e+03
16,8,3.375169625366997934e+03
16,9,7.215623742962211509e+03
16,10,3.352392131001383859e+03
16,11,2.823403088473199205e+03
16,12,3.839156808467192604e+03
16,13,4.348586207033269602e+03
16,14,2.802266404180730206e+03
16,15,4.758911745346828866e+03
16,16,0.000000000000000000e+00
16,17,1.600948781191953003e+03
16,18,4.766151487311329902e+02
16,19,2.358315076489992862e+03
16,20,3.616435952702605391e+03
17,0,2.257598945782886403e+03
17,1,6.337100362153025344e+03
17,2,2.902443797905482370e+03
17,3,7.577250292817308946e+03
17,4,4.792840076614282225e+03
17,5,8.801931606187359876e+02
17,6,1.679196236298783447e+02
17,7,2.330341820420343538e+03
17,8,1.795862188476610299e+03
17,9,6.534307997026157864e+03
17,10,2.223576398507593240e+03
17,11,1.638236246699480262e+03
17,12,2.904236904937336476e+03
17,13,3.246617470537605641e+03
17,14,1.437314857642541710e+03
17,15,3.219979192479355333e+03
17,16,1.600948781191953003e+03
17,17,0.000000000000000000e+00
17,18,1.164727006641470552e+03
17,19,1.562269182951516768e+03
17,20,2.987186301521885525e+03
18,0,3.418903917924573761e+03
18,1,7.242331806814708216e+03
18,2,3.966384373708629937e+03
18,3,8.295389382060375283e+03
18,4,5.576983145034598238e+03
18,5,2.925764857263823160e+02
18,6,1.019475355268581325e+03
18,7,3.486418506146386335e+03
18,8,2.958006085186438668e+03
18,9,7.139655173746138644e+03
18,10,3.099578197110051860e+03
18,11,2.541761003713763785e+03
18,12,3.654459878012070931e+03
18,13,4.118220975129916042e+03
18,14,2.465730114996367774e+03
18,15,4.367555494781949164e+03
18,16,4.766151487311329902e+02
18,17,1.164727006641470552e+03
18,18,0.000000000000000000e+00
18,19,2.169439558964480511e+03
18,20,3.519846161411035155e+03
19,0,2.266984781598676818e+03
19,1,5.104555808295173847e+03
19,2,2.168794365540449235e+03
19,3,6.134932843968220368e+03
19,4,3.408227251812883424e+03
19,5,1.929215643726745157e+03
19,6,1.680164872862184211e+03
19,7,2.668534054495089094e+03
19,8,1.950635793786220802e+03
19,9,5.021064428983161633e+03
19,10,1.048164586312664824e+03
19,11,6.937326574408905344e+02
19,12,1.487415543820892026e+03
19,13,1.996902601530680613e+03
19,14,9.852375348107683521e+02
19,15,2.899398730771606097e+03
19,16,2.358315076489992862e+03
19,17,1.562269182951516768e+03
19,18,2.169439558964480511e+03
19,19,0.000000000000000000e+00
19,20,1.429948600474856221e+03
20,0,2.956020466776236844e+03
20,1,4.042942121772212431e+03
20,2,2.208898820679661640e+03
20,3,4.801406877155903203e+03
20,4,2.222256960839587464e+03
20,5,3.309312013092751386e+03
20,6,3.109422615213313293e+03
20,7,3.486219298896729015e+03
20,8,2.834516008069102554e+03
20,9,3.620226650363206318e+03
20,10,1.245951042376866326e+03
20,11,1.585576235947045234e+03
20,12,7.298999931497464786e+02
20,13,1.340222742681230557e+03
20,14,1.986225566243673029e+03
20,15,3.150773873193695181e+03
20,16,3.616435952702605391e+03
20,17,2.987186301521885525e+03
20,18,3.519846161411035155e+03
20,19,1.429948600474856221e+03
20,20,0.000000000000000000e+00
21,0,0
21,1,0
21,2,0
21,3,0
21,4,0
21,5,0
21,6,0
21,7,0
21,8,0
21,9,0
21,10,0
21,11,0
21,12,0
21,13,0
21,14,0
21,15,0
21,16,0
21,17,0
21,18,0
21,19,0
21,20,0
21,21,0
0,21,0
1,21,0
2,21,0
3,21,0
4,21,0
5,21,0
6,21,0
7,21,0
8,21,0
9,21,0
10,21,0
11,21,0
12,21,0
13,21,0
14,21,0
15,21,0
16,21,0
17,21,0
18,21,0
19,21,0
20,21,0
