CiudadOrigen,CiudadDestino,Distancia
2,26,3.953055780026383673e+03
2,27,3.253055486769323579e+03
2,28,2.445983033465277458e+03
2,29,3.580280435943530847e+03
2,30,2.440564279014179192e+03
3,0,6.362502102160752656e+03
3,1,2.011662247992937864e+03
3,2,5.162027702366580343e+03
3,3,0.000000000000000000e+00
3,4,2.798672899786611197e+03
3,5,8.063717380960222727e+03
3,6,7.726785165901793334e+03
3,7,6.877268716576370934e+03
3,8,6.580345355678529813e+03
3,9,1.401707886829492054e+03
3,10,5.365604718948275149e+03
3,11,5.945987554645569617e+03
3,12,4.678986428704404716e+03
3,13,4.377003198536642230e+03
3,14,6.224779514167549678e+03
3,15,5.708591770305527461e+03
3,16,8.416991683493573873e+03
3,17,7.577250292817308946e+03
3,18,8.295389382060375283e+03
3,19,6.134932843968220368e+03
3,20,4.801406877155903203e+03
3,21,5.706343925842535100e+03
3,22,4.981875650796595437e+03
3,23,2.321819975794850507e+03
3,24,4.177343294487538515e+03
3,25,3.198452750940679721e+02
3,26,8.185609323685072923e+03
3,27,7.799948717780136576e+03
3,28,2.777301027976621754e+03
3,29,7.858029396738090327e+03
3,30,7.407991360686107328e+03
4,0,3.656991249647720906e+03
4,1,1.841400825458704958e+03
4,2,2.457865740841024945e+03
4,3,2.798672899786611197e+03
4,4,0.000000000000000000e+00
4,5,5.329472018877667324e+03
4,6,4.945934188805993472e+03
4,7,4.199864878778839739e+03
4,8,3.823602620566106907e+03
4,9,2.011199890612566605e+03
4,10,2.572632892583005287e+03
4,11,3.156119452745729177e+03
4,12,1.923090221492481078e+03
4,13,1.579170985042468374e+03
4,14,3.426331274118134843e+03
4,15,3.178246371822046058e+03
4,16,5.748342456743508592e+03
4,17,4.792840076614282225e+03
4,18,5.576983145034598238e+03
4,19,3.408227251812883424e+03
4,20,2.222256960839587464e+03
4,21,3.065863173724489570e+03
4,22,2.184292333915037034e+03
4,23,1.859254151534964194e+03
4,24,1.400110352793664561e+03
4,25,2.490119073458135063e+03
4,26,5.485285225036160227e+03
4,27,5.034307300910424601e+03
4,28,8.930671867222532683e+02
4,29,5.140422550724793837e+03
4,30,4.610533374784310581e+03
5,0,3.129520889848795832e+03
5,1,6.976770671306317126e+03
5,2,3.677395817694907691e+03
5,3,8.063717380960222727e+03
5,4,5.329472018877667324e+03
5,5,0.000000000000000000e+00
5,6,7.428250130414295427e+02
5,7,3.208387289589584270e+03
5,8,2.669162602765144584e+03
5,9,6.928296832555603032e+03
5,10,2.830106711769010417e+03
5,11,2.265697685040967826e+03
5,12,3.406502605312375181e+03
5,13,3.853173367498534844e+03
5,14,2.177325423541460623e+03
5,15,4.075478131458933603e+03
5,16,7.260061983206479681e+02
5,17,8.801931606187359876e+02
5,18,2.925764857263823160e+02
5,19,1.929215643726745157e+03
5,20,3.309312013092751386e+03
5,21,3.671532786180725452e+03
5,22,3.314129900894049115e+03
5,23,6.198372850998881404e+03
5,24,3.931805819213354880e+03
5,25,7.744855905696374066e+03
5,26,3.648698398059231067e+02
5,27,4.816824680222438815e+02
5,28,5.773955749743844535e+03
5,29,2.604611295375952977e+02
5,30,1.658197213843998725e+03
6,0,2.413522322250200432e+03
6,1,6.500002769230179183e+03
6,2,3.070360402298075314e+03
6,3,7.726785165901793334e+03
6,4,4.945934188805993472e+03
6,5,7.428250130414295427e+02
6,6,0.000000000000000000e+00
6,7,2.467299738580620669e+03
6,8,1.951457404095718402e+03
6,9,6.672586455041253430e+03
6,10,2.379732127782452608e+03
6,11,1.794353644073542227e+03
6,12,3.050484059948519189e+03
6,13,3.404890893993521331e+03
6,14,1.603173415448247852e+03
6,15,3.381325923362017420e+03
6,16,1.468491743252239075e+03
6,17,1.679196236298783447e+02
6,18,1.019475355268581325e+03
6,19,1.680164872862184211e+03
6,20,3.109422615213313293e+03
6,21,2.992995155358591546e+03
6,22,2.826487572942785846e+03
6,23,6.008847560056753537e+03
6,24,3.551055054487328107e+03
6,25,7.411241731316014921e+03
6,26,1.103146862389591433e+03
6,27,2.669250831225870115e+02
6,28,5.299661876006807688e+03
6,29,8.203298117220901986e+02
6,30,9.154283150525768633e+02
7,0,5.623041881401916271e+02
7,1,5.186866877027016926e+03
7,2,1.741999138920567930e+03
7,3,6.877268716576370934e+03
7,4,4.199864878778839739e+03
7,5,3.208387289589584270e+03
7,6,2.467299738580620669e+03
7,7,0.000000000000000000e+00
7,8,7.178983214912819903e+02
7,9,6.202368096138764486e+03
7,10,2.240413577891367822e+03
7,11,2.050414836075860876e+03
7,12,2.919814548905460924e+03
7,13,2.761647696575361351e+03
7,14,1.686697661111795014e+03
7,15,1.303750359539739520e+03
7,16,3.931255779010060905e+03
7,17,2.330341820420343538e+03
7,18,3.486418506146386335e+03
7,19,2.668534054495089094e+03
7,20,3.486219298896729015e+03
7,21,1.174674422978554503e+03
7,22,2.259148512161163580e+03
7,23,5.839015756101365696e+03
7,24,3.140171969813118267e+03
7,25,6.595206137794330061e+03
7,26,3.562822055618270497e+03
7,27,2.727002933625118203e+03
7,28,4.119937863609110536e+03
7,29,3.239168566160149567e+03
7,30,1.558360997971907636e+03
8,0,4.620822437618654135e+02
8,1,5.027708225424383272e+03
8,2,1.443587544972593605e+03
8,3,6.580345355678529813e+03
8,4,3.823602620566106907e+03
8,5,2.669162602765144584e+03
8,6,1.951457404095718402e+03
8,7,7.178983214912819903e+02
8,8,0.000000000000000000e+00
8,9,5.788323764268892774e+03
8,10,1.601480877188360409e+03
8,11,1.342544226459597894e+03
8,12,2.329674870019419814e+03
8,13,2.290915974015633765e+03
8,14,9.697448117932882496e+02
8,15,1.450633309971889503e+03
8,16,3.375169625366997934e+03
8,17,1.795862188476610299e+03
8,18,2.958006085186438668e+03
8,19,1.950635793786220802e+03
8,20,2.834516008069102554e+03
8,21,1.111680709556480451e+03
8,22,1.724763751938218320e+03
8,23,5.345465461491637143e+03
8,24,2.627593956455220450e+03
8,25,6.284772867813124321e+03
8,26,3.006660107162098029e+03
8,27,2.192410773554992375e+03
8,28,3.888506397063016266e+03
8,29,2.660029511114491470e+03
8,30,1.121456642050864048e+03
9,0,5.653503338638794958e+03
9,1,2.326835189694362725e+03
9,2,4.461989354536830433e+03
9,3,1.401707886829492054e+03
9,4,2.011199890612566605e+03
9,5,6.928296832555603032e+03
9,6,6.672586455041253430e+03
9,7,6.202368096138764486e+03
9,8,5.788323764268892774e+03
9,9,0.000000000000000000e+00
9,10,4.391467294652209603e+03
9,11,4.946120196679413311e+03
9,12,3.647939281292932719e+03
9,13,3.500027999888000977e+03
9,14,5.273251463755545046e+03
9,15,5.182125529162720341e+03
9,16,7.215623742962211509e+03
9,17,6.534307997026157864e+03
9,18,7.139655173746138644e+03
9,19,5.021064428983161633e+03
9,20,3.620226650363206318e+03
9,21,5.076597482566447979e+03
9,22,4.089163484137067371e+03
9,23,9.214342081776646864e+02
9,24,3.206642168998592751e+03
9,25,1.130848354112964216e+03
9,26,7.013212459351278085e+03
9,27,6.713022046738711651e+03
9,28,2.436405959605254338e+03
9,29,6.706299202988187972e+03
9,30,6.476804227394865848e+03
10,0,1.712356563336036061e+03
10,1,4.147823646202909913e+03
10,2,1.183624940595626413e+03
10,3,5.365604718948275149e+03
10,4,2.572632892583005287e+03
10,5,2.830106711769010417e+03
10,6,2.379732127782452608e+03
10,7,2.240413577891367822e+03
10,8,1.601480877188360409e+03
10,9,4.391467294652209603e+03
10,10,0.000000000000000000e+00
10,11,5.854314648188974388e+02
10,12,7.650281040589293298e+02
10,13,1.028968901376518716e+03
10,14,8.823661371562260456e+02
10,15,2.039678896297159781e+03
10,16,3.352392131001383859e+03
10,17,2.223576398507593240e+03
10,18,3.099578197110051860e+03
10,19,1.048164586312664824e+03
10,20,1.245951042376866326e+03
10,21,1.624409123343008105e+03
10,22,5.021324526457137836e+02
10,23,3.840368992688072467e+03
10,24,1.195230940027909355e+03
10,25,5.053003958043175771e+03
10,26,3.041864231026756443e+03
10,27,2.487559848526262158e+03
10,28,2.944686910352270388e+03
10,29,2.675715978948438533e+03
10,30,2.086133744513999318e+03
11,0,1.603566337885651592e+03
11,1,4.722743376470925796e+03
11,2,1.519961183714900017e+03
11,3,5.945987554645569617e+03
11,4,3.156119452745729177e+03
11,5,2.265697685040967826e+03
11,6,1.794353644073542227e+03
11,7,2.050414836075860876e+03
11,8,1.342544226459597894e+03
11,9,4.946120196679413311e+03
11,10,5.854314648188974388e+02
11,11,0.000000000000000000e+00
11,12,1.298341249440993352e+03
11,13,1.611946959425154319e+03
11,14,4.052949543233914937e+02
11,15,2.207156541797613500e+03
11,16,2.823403088473199205e+03
11,17,1.638236246699480262e+03
11,18,2.541761003713763785e+03
11,19,6.937326574408905344e+02
11,20,1.585576235947045234e+03
11,21,1.766553990117482954e+03
11,22,1.049562289718909369e+03
11,23,4.356470130736580359e+03
11,24,1.769950564281386960e+03
11,25,5.632431535314033681e+03
11,26,2.497853478489080771e+03
11,27,1.906926322645948403e+03
11,28,3.519805818507606091e+03
11,29,2.127077337569087831e+03
11,30,1.557664919037467371e+03
12,0,2.367197710374019607e+03
12,1,3.634917468113959785e+03
12,2,1.497155970498731904e+03
12,3,4.678986428704404716e+03
12,4,1.923090221492481078e+03
12,5,3.406502605312375181e+03
12,6,3.050484059948519189e+03
12,7,2.919814548905460924e+03
12,8,2.329674870019419814e+03
12,9,3.647939281292932719e+03
12,10,7.650281040589293298e+02
12,11,1.298341249440993352e+03
12,12,0.000000000000000000e+00
12,13,6.458769232601517842e+02
12,14,1.641024679887539151e+03
12,15,2.445981602547329203e+03
12,16,3.839156808467192604e+03
12,17,2.904236904937336476e+03
12,18,3.654459878012070931e+03
12,19,1.487415543820892026e+03
12,20,7.298999931497464786e+02
12,21,2.095738771889282816e+03
12,22,6.965005384061091718e+02
12,23,3.075963913962581046e+03
12,24,5.320761223734814394e+02
12,25,4.362474641760109989e+03
12,26,3.566206107335917750e+03
12,27,3.121774175048541110e+03
12,28,2.452868728652228583e+03
12,29,3.218313222792337001e+03
12,30,2.841839193198657995e+03
13,0,2.200365424196626464e+03
13,1,3.124142442335176383e+03
13,2,1.102744303997984844e+03
13,3,4.377003198536642230e+03
13,4,1.579170985042468374e+03
13,5,3.853173367498534844e+03
13,6,3.404890893993521331e+03
13,7,2.761647696575361351e+03
13,8,2.290915974015633765e+03
13,9,3.500027999888000977e+03
13,10,1.028968901376518716e+03
13,11,1.611946959425154319e+03
13,12,6.458769232601517842e+02
13,13,0.000000000000000000e+00
13,14,1.852060744144208684e+03
13,15,2.025087899326841580e+03
13,16,4.348586207033269602e+03
13,17,3.246617470537605641e+03
13,18,4.118220975129916042e+03
13,19,1.996902601530680613e+03
13,20,1.340222742681230557e+03
13,21,1.752924984133662292e+03
13,22,6.051264330699824541e+02
13,23,3.077907893358733872e+03
13,24,4.188006685763526775e+02
13,25,4.069251773975161541e+03
13,26,4.051160944716958511e+03
13,27,3.516526268919371887e+03
13,28,1.922255446084104506e+03
13,29,3.689639684305230276e+03
13,30,3.031376749927333094e+03
14,0,1.289445229546412293e+03
14,1,4.906110985291710676e+03
14,2,1.500856422180349682e+03
14,3,6.224779514167549678e+03
14,4,3.426331274118134843e+03
14,5,2.177325423541460623e+03
14,6,1.603173415448247852e+03
14,7,1.686697661111795014e+03
14,8,9.697448117932882496e+02
14,9,5.273251463755545046e+03
14,10,8.823661371562260456e+02
14,11,4.052949543233914937e+02
14,12,1.641024679887539151e+03
14,13,1.852060744144208684e+03
14,14,0.000000000000000000e+00
14,15,2.028249491556696967e+03
14,16,2.802266404180730206e+03
14,17,1.437314857642541710e+03
14,18,2.465730114996367774e+03
14,19,9.852375348107683521e+02
14,20,1.986225566243673029e+03
14,21,1.592119656307276500e+03
14,22,1.252559379829954423e+03
14,23,4.715683619582637220e+03
14,24,2.071695199588974447e+03
14,25,5.914720027186409425e+03
14,26,2.453927464290662556e+03
14,27,1.763643954997720130e+03
14,28,3.709747835096072777e+03
14,29,2.081670963432982262e+03
14,30,1.203797325134094081e+03
15,0,1.003884953567887692e+03
15,1,3.929651002315600181e+03
15,2,9.502389173255323840e+02
15,3,5.708591770305527461e+03
15,4,3.178246371822046058e+03
15,5,4.075478131458933603e+03
15,6,3.381325923362017420e+03
15,7,1.303750359539739520e+03
15,8,1.450633309971889503e+03
15,9,5.182125529162720341e+03
15,10,2.039678896297159781e+03
15,11,2.207156541797613500e+03
15,12,2.445981602547329203e+03
15,13,2.025087899326841580e+03
15,14,2.028249491556696967e+03
15,15,0.000000000000000000e+00
15,16,4.758911745346828866e+03
15,17,3.219979192479355333e+03
15,18,4.367555494781949164e+03
15,19,2.899398730771606097e+03
15,20,3.150773873193695181e+03
15,21,4.410408144378477004e+02
15,22,1.764548950865347933e+03
15,23,4.959463277412183743e+03
15,24,2.443851263886572724e+03
15,25,5.442443660709773212e+03
15,26,4.395361646099215250e+03
15,27,3.609113464550539902e+03
15,28,2.931291353652857197e+03
15,29,4.033930341490789942e+03
15,30,2.571627500241821508e+03
16,0,3.832687046968484083e+03
16,1,7.462785002932886528e+03
16,2,4.297459831109536026e+03
16,3,8.416991683493573873e+03
16,4,5.748342456743508592e+03
16,5,7.260061983206479681e+02
16,6,1.468491743252239075e+03
16,7,3.931255779010060905e+03
16,8,3.375169625366997934e+03
16,9,7.215623742962211509e+03
16,10,3.352392131001383859e+03
16,11,2.823403088473199205e+03
16,12,3.839156808467192604e+03
16,13,4.348586207033269602e+03
16,14,2.802266404180730206e+03
16,15,4.758911745346828866e+03
16,16,0.000000000000000000e+00
16,17,1.600948781191953003e+03
16,18,4.766151487311329902e+02
16,19,2.358315076489992862e+03
16,20,3.616435952702605391e+03
16,21,4.344833253417212291e+03
16,22,3.850941183658872887e+03
16,23,6.432504100270749404e+03
16,24,4.371208071002797624e+03
16,25,8.097146410927741272e+03
16,26,3.692709032675062986e+02
16,27,1.205034854267709534e+03
16,28,6.266381731110865076e+03
16,29,7.257857810676646295e+02
16,30,2.383913798777128704e+03
17,0,2.257598945782886403e+03
17,1,6.337100362153025344e+03
17,2,2.902443797905482370e+03
17,3,7.577250292817308946e+03
17,4,4.792840076614282225e+03
17,5,8.801931606187359876e+02
17,6,1.679196236298783447e+02
17,7,2.330341820420343538e+03
17,8,1.795862188476610299e+03
17,9,6.534307997026157864e+03
17,10,2.223576398507593240e+03
17,11,1.638236246699480262e+03
17,12,2.904236904937336476e+03
17,13,3.246617470537605641e+03
17,14,1.437314857642541710e+03
17,15,3.219979192479355333e+03
17,16,1.600948781191953003e+03
17,17,0.000000000000000000e+00
17,18,1.164727006641470552e+03
17,19,1.562269182951516768e+03
17,20,2.987186301521885525e+03
17,21,2.828908093240217113e+03
17,22,2.665264152011954138e+03
17,23,5.881088504690266745e+03
17,24,3.400271900892632857e+03
17,25,7.262260323067467652e+03
17,26,1.232513691607521196e+03
17,27,3.989009902218845127e+02
17,28,5.137390485450760025e+03
17,29,9.225811617413396561e+02
17,30,7.933536411966607602e+02
18,0,3.418903917924573761e+03
18,1,7.242331806814708216e+03
18,2,3.966384373708629937e+03
18,3,8.295389382060375283e+03
18,4,5.576983145034598238e+03
18,5,2.925764857263823160e+02
18,6,1.019475355268581325e+03
18,7,3.486418506146386335e+03
18,8,2.958006085186438668e+03
18,9,7.139655173746138644e+03
18,10,3.099578197110051860e+03
18,11,2.541761003713763785e+03
18,12,3.654459878012070931e+03
18,13,4.118220975129916042e+03
18,14,2.465730114996367774e+03
18,15,4.367555494781949164e+03
18,16,4.766151487311329902e+02
18,17,1.164727006641470552e+03
18,18,0.000000000000000000e+00
18,19,2.169439558964480511e+03
18,20,3.519846161411035155e+03
18,21,3.964079968920909778e+03
18,22,3.587864267220821148e+03
18,23,6.392276355102304478e+03
18,24,4.182753399377018468e+03
18,25,7.976047768161873137e+03
18,26,2.013578903345980109e+02
18,27,7.661886190749638672e+02
18,28,6.040290887035160267e+03
18,29,4.375945612093459545e+02
18,30,1.931075607012837736e+03
19,0,2.266984781598676818e+03
19,1,5.104555808295173847e+03
19,2,2.168794365540449235e+03
19,3,6.134932843968220368e+03
19,4,3.408227251812883424e+03
19,5,1.929215643726745157e+03
19,6,1.680164872862184211e+03
19,7,2.668534054495089094e+03
19,8,1.950635793786220802e+03
19,9,5.021064428983161633e+03
19,10,1.048164586312664824e+03
19,11,6.937326574408905344e+02
19,12,1.487415543820892026e+03
19,13,1.996902601530680613e+03
19,14,9.852375348107683521e+02
19,15,2.899398730771606097e+03
19,16,2.358315076489992862e+03
19,17,1.562269182951516768e+03
19,18,2.169439558964480511e+03
19,19,0.000000000000000000e+00
19,20,1.429948600474856221e+03
19,21,2.459227927622813695e+03
19,22,1.546946023622026814e+03
19,23,4.332758128490442687e+03
19,24,2.018110502425474124e+03
19,25,5.816240194489907481e+03
19,26,2.078843187929286614e+03
19,27,1.693895215177137288e+03
19,28,3.909316308512269643e+03
19,29,1.732434414343007575e+03
19,30,1.812077536972411053e+03
20,0,2.956020466776236844e+03
20,1,4.042942121772212431e+03
20,2,2.208898820679661640e+03
20,3,4.801406877155903203e+03
20,4,2.222256960839587464e+03
20,5,3.309312013092751386e+03
20,6,3.109422615213313293e+03
20,7,3.486219298896729015e+03
20,8,2.834516008069102554e+03
20,9,3.620226650363206318e+03
20,10,1.245951042376866326e+03
20,11,1.585576235947045234e+03
20,12,7.298999931497464786e+02
20,13,1.340222742681230557e+03
20,14,1.986225566243673029e+03
20,15,3.150773873193695181e+03
20,16,3.616435952702605391e+03
20,17,2.987186301521885525e+03
20,18,3.519846161411035155e+03
20,19,1.429948600474856221e+03
20,20,0.000000000000000000e+00
20,21,2.778669645711774592e+03
20,22,1.386226893405260626e+03
20,23,2.904496514027861394e+03
20,24,1.061689691011455579e+03
20,25,4.481588222940612468e+03
20,26,3.397011039134256407e+03
20,27,3.118638805632996082e+03
20,28,2.921199240038241442e+03
20,29,3.086086518553878705e+03
20,30,3.114236342990043340e+03
21,0,7.199569431570196230e+02
21,1,4.021370910522927716e+03
21,2,6.516417727555531201e+02
21,3,5.706343925842535100e+03
21,4,3.065863173724489570e+03
21,5,3.671532786180725452e+03
21,6,2.992995155358591546e+03
21,7,1.174674422978554503e+03
21,8,1.111680709556480451e+03
21,9,5.076597482566447979e+03
21,10,1.624409123343008105e+03
21,11,1.766553990117482954e+03
21,12,2.095738771889282816e+03
21,13,1.752924984133662292e+03
21,14,1.592119656307276500e+03
21,15,4.410408144378477004e+02
21,16,4.344833253417212291e+03
21,17,2.828908093240217113e+03
21,18,3.964079968920909778e+03
21,19,2.459227927622813695e+03
21,20,2.778669645711774592e+03
21,21,0.000000000000000000e+00
21,22,1.400995360449134296e+03
21,23,4.780128136357852782e+03
21,24,2.165035796470811420e+03
21,25,5.426996591117411299e+03
21,26,3.983816888362214740e+03
21,27,3.211890564760885354e+03
21,28,2.945350912879482166e+03
21,29,3.619090631636627222e+03
21,30,2.223649477772969476e+03
22,0,1.699313390755219189e+03
22,1,3.676239926881813517e+03
22,2,8.271184921158516090e+02
22,3,4.981875650796595437e+03
22,4,2.184292333915037034e+03
22,5,3.314129900894049115e+03
22,6,2.826487572942785846e+03
22,7,2.259148512161163580e+03
22,8,1.724763751938218320e+03
22,9,4.089163484137067371e+03
22,10,5.021324526457137836e+02
22,11,1.049562289718909369e+03
22,12,6.965005384061091718e+02
22,13,6.051264330699824541e+02
22,14,1.252559379829954423e+03
22,15,1.764548950865347933e+03
22,16,3.850941183658872887e+03
22,17,2.665264152011954138e+03
22,18,3.587864267220821148e+03
22,19,1.546946023622026814e+03
22,20,1.386226893405260626e+03
22,21,1.400995360449134296e+03
22,22,0.000000000000000000e+00
22,23,3.620702279945148803e+03
22,24,9.029197085012598336e+02
22,25,4.674350436156878459e+03
22,26,3.536170951749929372e+03
22,27,2.953195726666283917e+03
22,28,2.474259485179353760e+03
22,29,3.168025410251628728e+03
22,30,2.426288729726946713e+03
23,0,5.278156591083670719e+03
23,1,2.862586417909510146e+03
23,2,4.135799076357554441e+03
23,3,2.321819975794850507e+03
23,4,1.859254151534964194e+03
23,5,6.198372850998881404e+03
23,6,6.008847560056753537e+03
23,7,5.839015756101365696e+03
23,8,5.345465461491637143e+03
23,9,9.214342081776646864e+02
23,10,3.840368992688072467e+03
23,11,4.356470130736580359e+03
23,12,3.075963913962581046e+03
23,13,3.077907893358733872e+03
23,14,4.715683619582637220e+03
23,15,4.959463277412183743e+03
23,16,6.432504100270749404e+03
23,17,5.881088504690266745e+03
23,18,6.392276355102304478e+03
23,19,4.332758128490442687e+03
23,20,2.904496514027861394e+03
23,21,4.780128136357852782e+03
23,22,3.620702279945148803e+03
23,23,0.000000000000000000e+00
23,24,2.717985467216482448e+03
23,25,2.041708353315918657e+03
23,26,6.253813556542919287e+03
23,27,6.023126098630178603e+03
23,28,2.568802250076872042e+03
23,29,5.965464776528313450e+03
23,30,5.912005412717413492e+03
24,0,2.577884791840007892e+03
24,1,3.105933032117723997e+03
24,2,1.517278155118566247e+03
24,3,4.177343294487538515e+03
24,4,1.400110352793664561e+03
24,5,3.931805819213354880e+03
24,6,3.551055054487328107e+03
24,7,3.140171969813118267e+03
24,8,2.627593956455220450e+03
24,9,3.206642168998592751e+03
24,10,1.195230940027909355e+03
24,11,1.769950564281386960e+03
24,12,5.320761223734814394e+02
24,13,4.188006685763526775e+02
24,14,2.071695199588974447e+03
24,15,2.443851263886572724e+03
24,16,4.371208071002797624e+03
24,17,3.400271900892632857e+03
24,18,4.182753399377018468e+03
24,19,2.018110502425474124e+03
24,20,1.061689691011455579e+03
24,21,2.165035796470811420e+03
24,22,9.029197085012598336e+02
24,23,2.717985467216482448e+03
24,24,0.000000000000000000e+00
24,25,3.863066139739261416e+03
24,26,4.096890650237079171e+03
24,27,3.634699024678659498e+03
24,28,1.931128167678157979e+03
24,29,3.747249791513771015e+03
24,30,3.273237693782717088e+03
25,0,6.075466237252907376e+03
25,1,1.849156564490957408e+03
25,2,4.872961009488994023e+03
25,3,3.198452750940679721e+02
25,4,2.490119073458135063e+03
25,5,7.744855905696374066e+03
25,6,7.411241731316014921e+03
25,7,6.595206137794330061e+03
25,8,6.284772867813124321e+03
25,9,1.130848354112964216e+03
25,10,5.053003958043175771e+03
25,11,5.632431535314033681e+03
25,12,4.362474641760109989e+03
25,13,4.069251773975161541e+03
25,14,5.914720027186409425e+03
25,15,5.442443660709773212e+03
25,16,8.097146410927741272e+03
25,17,7.262260323067467652e+03
25,18,7.976047768161873137e+03
25,19,5.816240194489907481e+03
25,20,4.481588222940612468e+03
25,21,5.426996591117411299e+03
25,22,4.674350436156878459e+03
25,23,2.041708353315918657e+03
25,24,3.863066139739261416e+03
25,25,0.000000000000000000e+00
25,26,7.865962687427394485e+03
25,27,7.482819054340416187e+03
25,28,2.514458987535887445e+03
25,29,7.538721973915738090e+03
25,30,7.100628493309588521e+03
26,0,3.464678484361860683e+03
26,1,7.172877037841928541e+03
26,2,3.953055780026383673e+03
26,3,8.185609323685072923e+03
26,4,5.485285225036160227e+03
26,5,3.648698398059231067e+02
26,6,1.103146862389591433e+03
26,7,3.562822055618270497e+03
26,8,3.006660107162098029e+03
26,9,7.013212459351278085e+03
26,10,3.041864231026756443e+03
26,11,2.497853478489080771e+03
26,12,3.566206107335917750e+03
26,13,4.051160944716958511e+03
26,14,2.453927464290662556e+03
26,15,4.395361646099215250e+03
26,16,3.692709032675062986e+02
26,17,1.232513691607521196e+03
26,18,2.013578903345980109e+02
26,19,2.078843187929286614e+03
26,20,3.397011039134256407e+03
26,21,3.983816888362214740e+03
26,22,3.536170951749929372e+03
26,23,6.253813556542919287e+03
26,24,4.096890650237079171e+03
26,25,7.865962687427394485e+03
26,26,0.000000000000000000e+00
26,27,8.381169369485381822e+02
26,28,5.972842957922131973e+03
26,29,3.730656778638313540e+02
26,30,2.018024776854833362e+03
27,0,2.653682912482197935e+03
27,1,6.629004827272340663e+03
27,2,3.253055486769323579e+03
27,3,7.799948717780136576e+03
27,4,5.034307300910424601e+03
27,5,4.816824680222438815e+02
27,6,2.669250831225870115e+02
27,7,2.727002933625118203e+03
27,8,2.192410773554992375e+03
27,9,6.713022046738711651e+03
27,10,2.487559848526262158e+03
27,11,1.906926322645948403e+03
27,12,3.121774175048541110e+03
27,13,3.516526268919371887e+03
27,14,1.763643954997720130e+03
27,15,3.609113464550539902e+03
27,16,1.205034854267709534e+03
27,17,3.989009902218845127e+02
27,18,7.661886190749638672e+02
27,19,1.693895215177137288e+03
27,20,3.118638805632996082e+03
27,21,3.211890564760885354e+03
27,22,2.953195726666283917e+03
27,23,6.023126098630178603e+03
27,24,3.634699024678659498e+03
27,25,7.482819054340416187e+03
27,26,8.381169369485381822e+02
27,27,0.000000000000000000e+00
27,28,5.426335872391239718e+03
27,29,5.579838707346297042e+02
27,30,1.180006779641540788e+03
28,0,3.624645913741092500e+03
28,1,1.203184108937613928e+03
28,2,2.445983033465277458e+03
28,3,2.777301027976621754e+03
